17.599567294,923503,0
48.063671209,10233.410248747758,106802
73.033038295,9051.733040785113,101562
93.472109064,8241.8217085366,94226
110.944994872,7583.494983595337,88018
126.654271635,7036.6814481912825,83932
140.583416086,6571.978559147175,80929
153.643027226,6165.8849557391395,78345
165.913362442,5821.665062017754,75899
176.93996845799998,5520.668613011819,73837
187.78881517,5259.841937541628,71716
198.53998831299998,5032.612250437613,70152
208.503343506,4835.927297509352,68300
217.862678321,4661.093333536391,66471
227.088297886,4509.047143710307,65039
236.198577396,4374.647367908765,63872
245.02579935699998,4253.843504924247,62704
253.74736395099998,4148.14175318612,61459
262.25864060099997,4052.3953445261754,60402
270.43962659199997,3965.9110673403143,59541
278.602838019,3888.9148640087656,58551
286.71248318,3819.530013457912,57656
294.38106132,3757.029322918346,56934
302.16120924200004,3700.1256209958024,56299
309.77888088000003,3648.834446404338,55507
317.56841178700006,3601.6005240494956,54926
325.0912476000001,3558.5113681607,54392
332.3917535230001,3518.578121801981,53912
339.4213708120001,3482.4949296496807,53427
346.3290559560001,3449.0522926814647,53037
353.5771262420001,3418.2070365826403,52713
360.6756772120001,3389.30186075508,52280
367.3488815020001,3363.0211398952256,51882
373.9960822770001,3338.461950697788,51553
380.6849833400001,3315.4409886205462,51262
387.4124674240001,3294.119389233209,50969
393.9050992230001,3274.143159602346,50674
400.3144406600001,3255.617711545202,50422
406.9038509590001,3238.2238287985674,50247
413.5236760440001,3221.7434241901055,50005
419.9962086030001,3206.4937942365486,49746
426.5841343340001,3192.0170434976994,49573
433.1872404070001,3178.524459157651,49356
439.6994704580001,3165.834163287849,49152
446.82236424500013,3153.735854361627,49010
453.42985714900016,3142.320810585012,48835
459.7615941290002,3131.59852783714,48683
466.2620917360002,3121.4461399050087,48509
472.67833363100016,3111.7900708905236,48370
479.2369553510002,3102.574222653906,48188
486.00815242600015,3093.9921067901223,48106
492.51166002500014,3085.885534620237,48012
498.8155105440001,3078.0186171258956,47895
505.1054145870001,3070.7044700696833,47755
511.3767452140001,3063.5655697736397,47737
517.772898356,3056.8709985314376,47562
524.086543804,3050.349394406103,47449
530.538986412,3044.1608834635053,47416
536.556294223,3038.210938485934,47282
542.6522395000001,3032.638586745486,47234
548.7706384400001,3027.1841221553623,47174
554.9666893840001,3021.9151832681882,47086
561.7873576570001,3016.84694597972,46976
568.2700093140002,3012.1269416632613,46903
574.5244670990002,3007.4613562259015,46805
581.0370781730002,3003.064238043549,46788
587.5709639530002,2998.8769137024365,46707
593.8859659280001,2994.7413685107026,46621
600.3245248700001,2990.8079849107717,46511
606.5077276750001,2987.0247082903093,46508
